Simulation Number,comboID,Your revenue,Perfect foresight strategy,Difference (%)
105,104,50472,66216,23.8
106,105,109086,114954,5.1
107,106,76944,90768,15.2
108,107,109302,116706,6.3
109,108,84804,94476,10.2
110,109,91458,99402,8.0
111,110,100632,113376,11.2
112,111,64332,78282,17.8
113,112,78228,92340,15.3
114,113,43320,58536,26.0
115,114,90588,99060,8.6
116,115,62868,79128,20.5
117,116,93816,99030,5.3
118,117,96492,106896,9.7
119,118,80352,87612,8.3
120,119,85056,94572,10.1
121,120,113424,120000,5.5
122,121,95808,104670,8.5
123,122,90426,101280,10.7
124,123,37374,54408,31.3
125,124,79968,96672,17.3
126,125,103884,107784,3.6
127,126,80928,97290,16.8
128,127,111930,118908,5.9
129,128,106536,111354,4.3
130,129,76716,89844,14.6
131,130,38934,56448,31.0
132,131,26478,37044,28.5
133,132,101268,105108,3.7
134,133,86610,96756,10.5
135,134,102054,112980,9.7
136,135,99390,103794,4.2
137,136,75630,89844,15.8
138,137,83754,97536,14.1
139,138,64428,79788,19.3
140,139,79086,90108,12.2
141,140,43584,57492,24.2
142,141,59610,78024,23.6
143,142,91554,99486,8.0
144,143,77238,90660,14.8
145,144,102096,110532,7.6
146,145,56940,73296,22.3
147,146,86964,92400,5.9
148,147,75072,84516,11.2
149,148,78624,90924,13.5
150,149,100152,102366,2.2
151,150,98718,102846,4.0
152,151,99798,107562,7.2
153,152,41016,55056,25.5
154,153,91386,100644,9.2
155,154,92628,109062,15.1
156,155,87678,100182,12.5
157,156,104796,107406,2.4
158,157,106296,111774,4.9
159,158,69516,82404,15.6
160,159,96168,100680,4.5
161,160,66144,77496,14.6
162,161,99552,111030,10.3
163,162,91668,102258,10.4
164,163,88416,96948,8.8
165,164,95688,120000,20.3
166,165,97824,106032,7.7
167,166,45738,66744,31.5
168,167,113994,120000,5.0
169,168,56394,77832,27.5
170,169,92268,102654,10.1
171,170,113472,120000,5.4
172,171,106446,107748,1.2
173,172,50766,71712,29.2
174,173,79962,94500,15.4
175,174,45372,63336,28.4
176,175,111630,120000,7.0
177,176,107406,110238,2.6
178,177,97410,102066,4.6
179,178,76488,91392,16.3
180,179,59196,75564,21.7
181,180,106758,108642,1.7
182,181,78684,91020,13.6
183,182,91266,98784,7.6
184,183,85584,95976,10.8
185,184,95334,102336,6.8
186,185,48984,64044,23.5
187,186,105360,112290,6.2
188,187,95472,100800,5.3
189,188,79668,91428,12.9
190,189,99882,107820,7.4
191,190,102114,113046,9.7
192,191,93408,102252,8.6
193,192,81510,88530,7.9
194,193,98574,101898,3.3
195,194,80004,91428,12.5
196,195,87978,97008,9.3
197,196,91362,97848,6.6
198,197,99132,109320,9.3
199,198,100722,113172,11.0
200,199,91482,107208,14.7
